Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/create_order,3504,799,9800.0,13248.557149525002,164.70122101600282,31180.36730599124,54.03824200913242,23.554372271456845,5.37098842605423,9800,16000,20000,30000,30000,30000,30000,30000,30000,31000,31000
,Aggregated,3504,799,9800.0,13248.557149525002,164.70122101600282,31180.36730599124,54.03824200913242,23.554372271456845,5.37098842605423,9800,16000,20000,30000,30000,30000,30000,30000,30000,31000,31000
