Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/create_order,4951,0,2400.0,2336.190229298673,150.18129399686586,3748.5677900112933,70.0,40.88410413027811,0.0,2400,2500,2600,2600,2800,3000,3200,3300,3500,3700,3700
,Aggregated,4951,0,2400.0,2336.190229298673,150.18129399686586,3748.5677900112933,70.0,40.88410413027811,0.0,2400,2500,2600,2600,2800,3000,3200,3300,3500,3700,3700
