Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/create_order,5180,0,9700.0,8049.52164303804,227.50185799668543,11719.29424701375,70.0,40.33462278783899,0.0,9700,9900,9900,10000,10000,10000,10000,10000,11000,12000,12000
,Aggregated,5180,0,9700.0,8049.52164303804,227.50185799668543,11719.29424701375,70.0,40.33462278783899,0.0,9700,9900,9900,10000,10000,10000,10000,10000,11000,12000,12000
