Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/create_order,5207,0,9500.0,8010.053080003214,143.81436398252845,11519.871795986546,70.0,40.54366049149814,0.0,9500,9900,10000,10000,11000,11000,11000,11000,11000,12000,12000
,Aggregated,5207,0,9500.0,8010.053080003214,143.81436398252845,11519.871795986546,70.0,40.54366049149814,0.0,9500,9900,10000,10000,11000,11000,11000,11000,11000,12000,12000
