Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/create_order,5210,0,9600.0,7957.426320062496,141.22371398843825,11618.357752013253,70.0,40.65381747874412,0.0,9600,9900,10000,10000,10000,10000,10000,11000,11000,12000,12000
,Aggregated,5210,0,9600.0,7957.426320062496,141.22371398843825,11618.357752013253,70.0,40.65381747874412,0.0,9600,9900,10000,10000,10000,10000,10000,11000,11000,12000,12000
