Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/create_order,5184,0,9700.0,8038.101330815747,142.7164829801768,11680.675260024145,70.0,40.41735944976763,0.0,9700,10000,10000,10000,10000,10000,11000,11000,11000,12000,12000
,Aggregated,5184,0,9700.0,8038.101330815747,142.7164829801768,11680.675260024145,70.0,40.41735944976763,0.0,9700,10000,10000,10000,10000,10000,11000,11000,11000,12000,12000
