Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/create_order,4969,0,4900.0,4493.119352163156,145.99169100984,6066.242086002603,70.0,40.27694210015322,0.0,4900,5000,5100,5200,5400,5500,5600,5700,5900,6100,6100
,Aggregated,4969,0,4900.0,4493.119352163156,145.99169100984,6066.242086002603,70.0,40.27694210015322,0.0,4900,5000,5100,5200,5400,5500,5600,5700,5900,6100,6100
