Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/create_order,5050,0,4800.0,4439.536194369781,149.28096800576895,6160.47063600854,70.0,40.68293147250546,0.0,4800,5000,5100,5100,5300,5400,5700,5800,6100,6200,6200
,Aggregated,5050,0,4800.0,4439.536194369781,149.28096800576895,6160.47063600854,70.0,40.68293147250546,0.0,4800,5000,5100,5100,5300,5400,5700,5800,6100,6200,6200
