Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/create_order,5151,0,9800.0,8068.486781402417,144.73605502280407,10994.037255004514,70.0,40.12133912598232,0.0,9800,10000,10000,10000,10000,10000,11000,11000,11000,11000,11000
,Aggregated,5151,0,9800.0,8068.486781402417,144.73605502280407,10994.037255004514,70.0,40.12133912598232,0.0,9800,10000,10000,10000,10000,10000,11000,11000,11000,11000,11000
