Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/create_order,4993,0,4800.0,4455.92969351776,142.60150701738894,6522.965979005676,70.0,40.49743150259931,0.0,4800,5000,5100,5100,5300,5400,5500,5700,6000,6500,6500
,Aggregated,4993,0,4800.0,4455.92969351776,142.60150701738894,6522.965979005676,70.0,40.49743150259931,0.0,4800,5000,5100,5100,5300,5400,5500,5700,6000,6500,6500
