Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/create_order,5168,0,9800.0,8046.772120355095,145.1439880183898,11038.918325997656,70.0,40.30218803945442,0.0,9800,10000,10000,10000,10000,10000,11000,11000,11000,11000,11000
,Aggregated,5168,0,9800.0,8046.772120355095,145.1439880183898,11038.918325997656,70.0,40.30218803945442,0.0,9800,10000,10000,10000,10000,10000,11000,11000,11000,11000,11000
