Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/create_order,4928,0,4900.0,4515.91707106353,153.8089970126748,7257.808524998836,70.0,40.00199498180499,0.0,4900,5000,5100,5200,5400,5500,5700,5800,6100,7300,7300
,Aggregated,4928,0,4900.0,4515.91707106353,153.8089970126748,7257.808524998836,70.0,40.00199498180499,0.0,4900,5000,5100,5200,5400,5500,5700,5800,6100,7300,7300
