Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/create_order,4945,0,2400.0,2323.7772006873024,147.32386999821756,3811.8968729977496,70.0,41.013297329349854,0.0,2400,2500,2600,2600,2800,2900,3100,3200,3600,3800,3800
,Aggregated,4945,0,2400.0,2323.7772006873024,147.32386999821756,3811.8968729977496,70.0,41.013297329349854,0.0,2400,2500,2600,2600,2800,2900,3100,3200,3600,3800,3800
