Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/create_order,5019,0,4800.0,4471.694149043411,146.0088940220885,6037.289599014912,70.0,40.42353719739698,0.0,4800,5000,5100,5100,5300,5400,5700,5700,6000,6000,6000
,Aggregated,5019,0,4800.0,4471.694149043411,146.0088940220885,6037.289599014912,70.0,40.42353719739698,0.0,4800,5000,5100,5100,5300,5400,5700,5700,6000,6000,6000
