Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/create_order,4903,0,2400.0,2356.604073526731,140.0748919986654,3774.712896993151,70.0,41.20312325409253,0.0,2400,2500,2600,2700,2900,3000,3200,3300,3500,3800,3800
,Aggregated,4903,0,2400.0,2356.604073526731,140.0748919986654,3774.712896993151,70.0,41.20312325409253,0.0,2400,2500,2600,2700,2900,3000,3200,3300,3500,3800,3800
