Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/create_order,5008,0,2400.0,2303.9388147580466,142.35239900881425,3853.1859340000665,70.0,41.328785072546694,0.0,2400,2500,2600,2600,2800,2900,3100,3200,3500,3900,3900
,Aggregated,5008,0,2400.0,2303.9388147580466,142.35239900881425,3853.1859340000665,70.0,41.328785072546694,0.0,2400,2500,2600,2600,2800,2900,3100,3200,3500,3900,3900
